377	2263
378	2181
379	2127
380	2216
381	2173
382	2099
383	2254
384	2221
385	2157
386	2218
387	2279
388	2178
389	2130
390	2159
391	2223
392	2191
393	2097
394	2153
395	2283
396	2083
397	2236
398	2267
399	2183
400	2104
401	2099
402	2153
403	2254
404	2179
405	2232
406	2286
407	2202
408	2167
409	2222
410	2237
411	2118
412	2125
413	2100
414	2114
415	2018
416	2130
417	2080
418	1992
419	2038
420	2069
421	2142
422	2121
423	2148
424	2108
425	2117
426	2098
427	2108
428	2028
429	2224
430	2183
431	2093
432	2090
433	2100
434	2050
435	2006
436	2038
437	2164
438	2109
439	2153
440	2092
441	2137
442	2090
443	2094
444	2168
445	2178
446	2142
447	2110
448	2242
449	2247
450	2133
451	2204
452	2080
453	2134
454	2127
455	2037
456	2132
457	2073
458	2101
459	2204
460	2174
461	2125
462	2246
463	2073
464	2048
465	2139
466	2181
467	2211
468	2224
469	2276
470	2258
471	2048
472	2175
473	2124
474	2175
475	2096
476	2216
477	2104
478	2094
479	2147
480	2195
481	2167
482	2125
483	2092
484	2122
485	2072
486	2034
487	2126
488	2020
489	2191
490	2107
491	2170
492	2137
493	2104
494	2162
495	2103
496	1992
497	2178
498	2130
499	2187
500	2068
501	2124
502	2190
503	2045
504	2025
505	2153
506	2066
507	2201
508	2261
509	2146
510	2155
511	2159
512	2152
513	2132
514	2079
515	2111
516	2116
517	2168
518	2188
519	2132
520	2056
521	2120
522	2137
523	2141
524	2149
525	2232
526	2168
527	2111
528	2075
529	2162
530	2222
531	2179
532	2189
533	2111
534	2122
535	2174
536	2219
537	2248
538	2270
539	2131
540	2219
541	2184
542	2282
543	2201
544	2130
545	2144
546	2268
547	2164
548	2231
549	2249
550	2248
551	2243
552	2332
553	2169
554	2253
555	2126
556	2160
557	2141
558	2283
559	2220
560	2165
561	2213
562	2211
563	2198
564	2161
565	2328
566	2257
567	2221
568	2198
569	2227
570	2146
571	2150
572	2206
573	2175
574	2091
575	2177
576	2186
577	2214
578	2225
579	2111
580	2156
581	2206
582	2144
583	2168
584	2113
585	2299
586	2234
587	2152
588	2150
589	2172
590	2117
591	2278
592	2180
593	2063
594	2129
595	2163
596	2211
597	2221
598	2094
599	2061
600	2082
601	2202
602	2108
603	2081
604	2179
605	2154
606	2140
607	2104
608	2248
609	2105
610	2131
611	2075
612	2102
613	2119
614	2009
615	2171
616	2096
617	2228
618	2084
619	2096
620	2049
621	2097
622	2218
623	2073
624	2155
625	2040
626	1961
627	1996
628	2120
629	2088
630	2157
631	2059
632	2074
633	2106
634	2030
635	2109
636	2091
637	2126
638	2092
639	2017
640	2088
641	2166
642	2169
643	2131
644	2147
645	2120
646	2073
647	2084
648	2112
649	2084
650	2170
651	2161
652	2174
653	2050
654	1955
655	2157
656	2163
657	2132
658	2051
659	2107
660	2102
661	2142
662	2120
663	2132
664	2098
665	2134
666	2119
667	2086
668	2139
669	2119
670	2122
671	2215
672	2111
673	2154
674	2090
675	2190
676	2150
677	2137
678	2136
679	2095
680	2128
681	2003
682	2061
683	2068
684	2037
685	2061
686	2067
687	2088
688	2110
689	2129
690	2110
691	2142
692	2123
693	2116
694	2072
695	2138
696	2100
697	2146
698	2138
699	2160
700	2145
701	2266
702	2137
703	2164
704	2162
705	2225
706	2141
707	2185
708	2088
709	2184
710	2175
711	2217
712	2192
713	2111
714	2112
715	2135
716	2114
717	2117
718	2095
719	2212
720	2172
721	2104
722	2116
723	2057
724	2059
725	2083
726	2106
727	2132
728	2179
729	2136
730	2185
731	2072
732	2130
733	2147
734	2099
735	2080
736	2223
737	2154
738	2297
739	2109
740	2161
741	2176
742	2067
743	2130
744	2096
745	2177
746	2128
747	2133
748	2090
749	2141
750	2119
751	2111
752	2253
753	2109
754	2113
755	2171
756	2181
757	2164
758	2254
759	2238
760	2149
761	2126
762	2166
763	2169
764	2077
765	2068
766	2119
767	2114
768	2100
769	2176
770	2117
771	2107
772	2116
773	2277
774	2194
775	2076
776	2075
777	2167
778	2164
779	2130
780	2229
781	2111
782	2152
783	2202
784	2034
785	2172
786	2197
787	2187
788	2162
789	2147
790	2151
791	2157
792	2149
793	2126
794	2073
795	2127
796	2122
797	2150
798	2043
799	2180
800	2086
801	2119
802	2104
803	2005
804	2084
805	2065
806	2179
807	2138
808	2097
809	2051
810	2114
811	2199
812	2118
813	2185
814	2187
815	2133
816	2054
817	2145
818	2207
819	2190
820	2104
821	2205
822	2136
823	2225
824	2072
825	2162
826	2168
827	2156
828	2149
829	2174
830	2112
831	2123
832	2137
833	2042
834	2128
835	2061
836	2140
837	2076
838	2092
839	2099
840	2080
841	2037
842	2046
843	2032
844	1987
845	2050
846	2049
847	1995
848	2011
849	2081
850	1999
851	2182
852	2191
853	2078
854	2119
855	2141
856	2054
857	2025
858	2150
859	2104
860	2035
861	2168
862	2142
863	2185
864	2176
865	2161
866	2151
867	2166
868	2206
869	2176
870	2086
871	2153
872	2134
873	2127
874	2069
875	2081
876	2150
877	2101
878	2051
879	2011
880	2088
881	2171
882	2125
883	2142
884	2125
885	2121
886	2208
887	2045
888	2128
889	2120
890	2071
891	2081
892	2103
893	2063
894	2093
895	2132
896	2005
897	2091
898	2103
899	2140
900	2161
901	2109
902	2096
903	2161
904	2110
905	2180
906	2141
907	2118
908	2069
909	2169
910	2073
911	2007
912	2094
913	2145
914	2136
915	2089
916	2072
917	2117
918	2178
919	2102
920	2099
921	2024
922	2076
923	2014
924	2086
925	2022
926	2059
927	2101
928	2167
929	2169
930	2080
931	2029
932	2047
933	2175
934	2145
935	2100
936	2157
937	2119
938	2140
939	2182
940	2279
941	2040
942	2136
943	2158
944	2189
945	2153
946	2151
947	2123
948	2115
949	2081
950	2041
951	2012
952	2054
953	2062
954	2025
955	2016
956	2083
957	2019
958	2127
959	2137
960	2071
961	2156
962	2073
963	2033
964	1980
965	2075
966	2092
967	2066
968	2084
969	2145
970	2139
971	2122
972	2099
973	2070
974	2124
975	2103
976	2081
977	2118
978	2121
979	1992
980	2110
981	2103
982	2116
983	2074
984	2019
985	2134
986	2123
987	2091
988	2133
989	2103
990	2102
991	2143
992	2068
993	1973
994	2092
995	2028
996	2020
997	1940
998	2086
999	2137
1000	2239
